Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Going After Cacciato Paperback – September 1, 1999",11.49,Books > Literature & Fiction > Genre Fiction,Tim O'Brien,767904427,352,"Broadway Books; Reprint edition (September 1, 1999)",English,5.1 x 0.8 x 8 inches,8.8 ounces,3.9
"Four Funerals and Maybe a Wedding (A Royal Spyness Mystery) Hardcover – August 7, 2018",26.00,"Books > Mystery, Thriller & Suspense > Mystery",Rhys Bowen,425283526,304,"Berkley (August 7, 2018)",English,6 x 0.8 x 9 inches,1.2 pounds,
"Breaking Point (A Joe Pickett Novel) Paperback – March 4, 2014",9.32,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,425264602,464,"G.P. Putnam's Sons; Reprint edition (March 4, 2014)",English,4.3 x 0.9 x 7.6 inches,7.8 ounces,4.7
"The People's House Paperback – August 15, 2016",13.99,Books > Literature & Fiction > Genre Fiction,David Pepper,1619845121,400,"St. Helena Press (August 15, 2016)",English,5.5 x 0.7 x 8.5 inches,1.2 pounds,4.6
"The Spy Who Came in from the Cold: A George Smiley Novel (George Smiley Novels) Paperback – September 3, 2013",13.33,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143124757,240,"Penguin Books; Reprint edition (September 3, 2013)",English,5.5 x 0.6 x 8.2 inches,7.8 ounces,4.4
"The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny Paperback – April 21, 1999",12.64,Books > Religion & Spirituality > Worship & Devotion,Robin Sharma,62515675,198,"HarperSanFrancisco (April 2, 1999)",English,5.3 x 0.5 x 8 inches,11 ounces,4.3
"Wilderness Essays Hardcover – April 1, 2012",13.78,Books > Literature & Fiction > Essays & Correspondence,John Muir,1423607120,288,"Gibbs Smith; Revised edition (April 1, 2011)",English,5.5 x 1.2 x 8.8 inches,15.2 ounces,4.5
"Cross the Line (Alex Cross) Mass Market Paperback – September 26, 2017",6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400,"Vision (September 26, 2017)",English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5
"The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy) Mass Market Paperback – August 12, 1987",6.55,Books > Literature & Fiction > Genre Fiction,Michael Shaara,345348109,355,"Ballantine Books (August 12, 1987)",English,4.2 x 1 x 6.9 inches,6.4 ounces,4.7
"Luckiest Girl Alive: A Novel Paperback – April 5, 2016",10.28,Books > Literature & Fiction > Women's Fiction,Jessica Knoll,1476789649,368,"Simon & Schuster; Reprint edition (April 5, 2016)",English,5.5 x 1 x 8.4 inches,11.4 ounces,3.6
"The Family Gathering (Sullivan's Crossing) Hardcover – April 17, 2018",24.29,Books > Literature & Fiction > Genre Fiction,Robyn Carr,778330761,352,"MIRA (April 17, 2018)",English,6.1 x 1.2 x 9.2 inches,1.3 pounds,
"The Gray Man Paperback – September 29, 2009",9.28,Books > Literature & Fiction > Action & Adventure,Mark Greaney,051514701X,464,"Berkley; Original edition (September 29, 2009)",English,4.2 x 1 x 7.5 inches,9.6 ounces,4.2
"You Are Here: An Owner's Manual for Dangerous Minds Paperback – March 7, 2017",8.98,Books > Literature & Fiction > History & Criticism,Jenny Lawson,125011988X,160,"Flatiron Books; Clr Csm edition (March 7, 2017)",English,8.5 x 0.5 x 10.1 inches,14.1 ounces,4.8
"Brilliance (The Brilliance Trilogy) Paperback – July 16, 2013",5.98,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Marcus Sakey,1611099692,439,"Thomas & Mercer (July 16, 2013)",English,5.5 x 1.2 x 8.2 inches,1.4 pounds,4.3
"BLAME! 1 Paperback – September 13, 2016",25.32,Books > Comics & Graphic Novels > Manga,Tsutomu Nihei,1942993773,408,"Vertical Comics (September 13, 2016)",English,7.2 x 1.1 x 10.3 inches,2.6 pounds,4.6
"Blood Rites (The Dresden Files, Book 6) Mass Market Paperback – August 3, 2004",9.99,"Books > Mystery, Thriller & Suspense > Mystery",Jim  Butcher,9.78E+12,372,"Roc; 1rst Printing edition (August 3, 2004)",English,4.2 x 1 x 7.5 inches,6.4 ounces,4.7
"Witch's Reign (Desert Cursed Series Book 1) (The Desert Cursed Series) (Volume 1) Paperback – February 6, 2018",11.35,Books > Science Fiction & Fantasy > Fantasy,Shannon Mayer,1983486396,368,"CreateSpace Independent Publishing Platform; 1 edition (February 6, 2018)",English,5 x 0.8 x 8 inches,1 pounds,4.8
"Once Upon a Time in the North: His Dark Materials Paperback – September 5, 2017",5.02,Books > Children's Books > Literature & Fiction,Philip Pullman,399555447,144,"Yearling; Dgs edition (September 5, 2017)",English,5.2 x 0.4 x 7.6 inches,2.4 ounces,4.3
"What Would Captain Kirk Do?: Intergalactic Wisdom from the Captain of the U.S.S. Enterprise (Star Trek) Paperback – May 17, 2016",7.99,Books > Children's Books > Science Fiction & Fantasy,Brandon T. Snider,399539549,80,"Price Stern Sloan (May 17, 2016)",English,5.5 x 0.6 x 8 inches,5.6 ounces,4.2
"The Year of the Flood Paperback – July 27, 2010",12.62,Books > Science Fiction & Fantasy > Science Fiction,Margaret Atwood,307455475,448,"Anchor; Reprint edition (July 27, 2010)",English,5.1 x 1 x 8 inches,12.8 ounces,4.2
"Dreams of Falling Hardcover – June 5, 2018",23.40,Books > Literature & Fiction > Genre Fiction,Karen White,451488415,416,"Berkley (June 5, 2018)",English,6 x 1 x 9 inches,1.4 pounds,
"Sanibel Flats: A Doc Ford Novel (Doc Ford Novels) Mass Market Paperback – March 7, 2017",9.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Randy Wayne White,125012722X,416,"Minotaur Books; Reissue edition (March 7, 2017)",English,4.4 x 1.1 x 7.5 inches,9.6 ounces,4.1
"Green Sun Hardcover – February 27, 2018",23.09,"Books > Mystery, Thriller & Suspense > Mystery",Kent Anderson,316466808,352,"Mulholland Books (February 27, 2018)",English,6.5 x 1.2 x 9.6 inches,1.2 pounds,4.5
"The Spiral Dance: A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition Annual, Subsequent Edition",,Books > Religion & Spirituality > New Age & Spirituality,Starhawk,676974678,336,"HarperOne; Annual, Subsequent edition (September 22, 1999)",English,6.1 x 0.8 x 9.2 inches,13.4 ounces,4.5
"Crooked House Paperback – February 1, 2011",9.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Agatha Christie,62073532,256,"William Morrow Paperbacks; Reissue edition (February 1, 2011)",English,5.3 x 0.6 x 8 inches,12.8 ounces,4.5
"Fade to Black (Krewe of Hunters) Mass Market Paperback – May 29, 2018",8.99,Books > Literature & Fiction > Genre Fiction,Heather Graham,778310744,384,"MIRA (May 29, 2018)",English,4.2 x 0.8 x 6.6 inches,5.9 ounces,
"Fire in the Hole: Stories Paperback – January 3, 2012",8.69,Books > Literature & Fiction > Genre Fiction,Elmore Leonard,62120344,256,"William Morrow Paperbacks; Reprint edition (January 3, 2012)",English,5.3 x 0.6 x 8 inches,6.4 ounces,4.4
"The Snow Leopard (Penguin Classics) Paperback – September 30, 2008",14.07,Books > Religion & Spirituality > Buddhism,Peter Matthiessen,143105515,368,"Penguin Classics; Second Edition Thus edition (September 30, 2008)",English,5.1 x 0.6 x 7.7 inches,9.9 ounces,4.5
"The Seventh Plague: A Sigma Force Novel (Sigma Force Novels) Mass Market Paperback – August 22, 2017",8.78,Books > Literature & Fiction > Action & Adventure,James Rollins,62381695,640,"William Morrow; Reprint edition (August 22, 2017)",English,4.2 x 1.4 x 7.5 inches,12 ounces,4.5
"Dead Cold Brew (A Coffeehouse Mystery) Mass Market Paperback – March 6, 2018",7.99,"Books > Mystery, Thriller & Suspense > Mystery",Cleo Coyle,425276120,416,"Berkley; Reprint edition (March 6, 2018)",English,4.1 x 1 x 6.8 inches,6.7 ounces,4.6
"When I'm Gone: A Novel Paperback – March 15, 2016",9.67,Books > Literature & Fiction > Genre Fiction,Emily Bleeker,1503951456,364,"Lake Union Publishing (March 15, 2016)",English,5.5 x 1 x 8.2 inches,13.6 ounces,4.3
"Behind Closed Doors Paperback – February 11, 2016",14.68,Books > Literature & Fiction > Women's Fiction,B. A. Paris,1848454120,352,"HQ (February 11, 2016)",English,5 x 1 x 7.8 inches,12 ounces,4.1
"The Demon Crown: A Sigma Force Novel (Sigma Force Novels) Hardcover – December 5, 2017",15.94,Books > Literature & Fiction > Action & Adventure,James Rollins,62381733,464,"William Morrow; First Edition edition (December 5, 2017)",English,6 x 1.4 x 9 inches,1.1 pounds,4.7
"The Ocean at the End of the Lane: A Novel Mass Market Paperback – June 28, 2016",6.48,Books > Literature & Fiction > Genre Fiction,Neil Gaiman,62459368,256,"William Morrow; Reissue edition (June 28, 2016)",English,4.2 x 0.6 x 6.8 inches,4.8 ounces,4.3
"A Farewell to Arms: The Hemingway Library Edition Paperback – July 8, 2014",12.00,Books > Literature & Fiction > Genre Fiction,Ernest Hemingway,1476764522,352,"Scribner; Reprint edition (July 8, 2014)",English,5.5 x 1 x 8.4 inches,2.9 pounds,4
"The Magicians: A Novel (Magicians Trilogy) Paperback – May 25, 2010",10.87,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,452296293,432,"Penguin Books (May 25, 2010)",English,5.4 x 0.9 x 8.4 inches,1 pounds,3.5
"Brass: A Novel Hardcover – January 23, 2018",17.03,Books > Literature & Fiction > Genre Fiction,Xhenet Aliu,399590242,304,"Random House (January 23, 2018)",English,6.4 x 1 x 9.6 inches,1.1 pounds,4.1
"The Dark Tower II: The Drawing of the Three Mass Market Paperback – December 27, 2016",8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161814,528,"Pocket Books; Reissue edition (December 27, 2016)",English,4.1 x 1.1 x 7.5 inches,10.6 ounces,4.3
"Rich People Problems: A Novel Hardcover – May 23, 2017",17.32,Books > Literature & Fiction > Genre Fiction,Kevin Kwan,385542232,416,"Doubleday (May 23, 2017)",English,6.5 x 1.4 x 9.5 inches,1.6 pounds,4.5
"This Is How You Lose Her Paperback – September 3, 2013",14.10,Books > Literature & Fiction > Short Stories & Anthologies,Junot Díaz,1594631778,240,"Riverhead Books; Reprint edition (September 3, 2013)",English,5.2 x 0.6 x 8 inches,5.6 ounces,4
"Tricks for Free (InCryptid) Mass Market Paperback – March 6, 2018",7.99,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,756410401,432,"DAW (March 6, 2018)",English,4.2 x 1.1 x 6.8 inches,7.2 ounces,4.5
"Hooray for Diffendoofer Day! Hardcover – April 20, 1998",13.60,Books > Children's Books > Growing Up & Facts of Life,Dr SeussLane Smith,679890084,64,"Knopf Books for Young Readers; 1st edition (April 8, 1998)",English,8.3 x 0.4 x 11.2 inches,14.4 ounces,4.7
"The Lost Plot (The Invisible Library Novel) Paperback – January 9, 2018",10.20,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,039958742X,384,"Ace (January 9, 2018)",English,5.4 x 1 x 8.2 inches,10.9 ounces,4.6
"No Game No Life, Vol. 6 - light novel Paperback – July 25, 2017",12.76,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240,"Yen On (July 25, 2017)",English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.7
"Darth Vader and Friends (Star Wars) Hardcover – April 28, 2015",9.16,Books > Comics & Graphic Novels > Graphic Novels,Jeffrey Brown,1452138109,64,"Chronicle Books (April 28, 2015)",English,6.8 x 0.5 x 6.8 inches,3.2 ounces,4.5
"Berserk, Vol. 20 Paperback – December 11, 2007",12.50,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077459,232,"Dark Horse Comics (December 11, 2007)",English,5.1 x 0.7 x 7.2 inches,7.8 ounces,4.4
"Batman! (DC Super Friends) (Little Golden Book) Hardcover – May 8, 2012",4.14,Books > Children's Books > Growing Up & Facts of Life,Billy WrecksEthen Beavers,030793103X,24,"Golden Books; DC Super Friends edition (May 8, 2012)",English,6.6 x 0.2 x 8 inches,0.3 ounces,4.4
"Old Man's War Mass Market Paperback – January 15, 2007",8.99,Books > Science Fiction & Fantasy > Science Fiction,John Scalzi,765348276,318,"Tor Science Fiction (January 15, 2007)",English,4.1 x 1 x 6.9 inches,5.6 ounces,4.5
"Exile (The Legend of Drizzt) Mass Market Paperback – March 7, 2006",7.70,Books > Literature & Fiction > Action & Adventure,R.A. Salvatore,786939834,384,"Wizards of the Coast (March 7, 2006)",English,4.2 x 1 x 6.8 inches,5.6 ounces,4.7
"Mighty Morphin Power Rangers Vol. 1 Paperback – September 13, 2016",13.59,Books > Comics & Graphic Novels > Graphic Novels,Steve Orlando,1608868931,144,"BOOM! Studios (September 13, 2016)",English,6.6 x 0.3 x 10.2 inches,13.4 ounces,4.8
"Lilith's Brood Paperback – June 1, 2000",16.57,Books > Literature & Fiction > Genre Fiction,Octavia E. Butler,446676101,752,"Grand Central Publishing; Updated edition (June 1, 2000)",English,5.2 x 1.2 x 8 inches,1.3 pounds,4.5
"The Litigators: A Novel Mass Market Paperback – June 26, 2012",8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,034553056X,496,"Dell; Reprint edition (June 26, 2012)",English,4.2 x 1.2 x 7.6 inches,9.6 ounces,4.3
"Leap Paperback – August 2, 2014",16.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael C. Grumley,1500697974,484,"CreateSpace Independent Publishing Platform (August 2, 2014)",English,5 x 1.2 x 8 inches,1.4 pounds,4.6
"The End of the Affair (Penguin Classics Deluxe Edition) Paperback – Deckle Edge, September 28, 2004",14.06,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Graham Greene,142437980,192,"Penguin Classics; Reprint edition (August 31, 2004)",English,5.6 x 0.5 x 8.4 inches,8.8 ounces,4.1
"Death Without Company: A Longmire Mystery Paperback – February 27, 2007",12.84,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143038389,271,"Penguin Books; Reprint edition (February 27, 2007)",English,5 x 0.5 x 7.7 inches,8 ounces,4.6
"The Hunt for Red October (A Jack Ryan Novel) Mass Market Paperback – September 7, 2010",8.49,Books > Literature & Fiction > Action & Adventure,Tom Clancy,425240339,656,"Berkley; Reprint edition (September 7, 2010)",English,4.3 x 1.3 x 7.6 inches,14.1 ounces,4.6
"An Officer and a Spy Paperback – October 28, 2014",12.86,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Harris,345804856,429,"Vintage; Reprint edition (October 28, 2014)",English,5.2 x 0.9 x 8 inches,8.8 ounces,4.5
"The Twelve (Book Two of The Passage Trilogy): A Novel Paperback – January 19, 2016",10.97,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Justin Cronin,345542371,608,"Ballantine Books; Reprint edition (January 19, 2016)",English,5.5 x 1.3 x 8.2 inches,1.7 pounds,4.3
"Bones Don't Lie (Morgan Dane) Paperback – March 13, 2018",9.17,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Melinda Leigh,1542049865,348,"Montlake Romance (March 13, 2018)",English,5.5 x 1 x 8.2 inches,12 ounces,4.8
"The Dead Zone Paperback – April 12, 2016",12.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501144502,592,"Gallery Books; Reissue edition (April 12, 2016)",English,5.3 x 1.5 x 8.2 inches,15.2 ounces,4.3
"Tales from the Canyons of the Damned: Omnibus No. 6: Color Edition (Volume 6) Paperback – March 6, 2018",36.71,Books > Literature & Fiction > Genre Fiction,Daniel Arthur Smith,1946777501,222,"Holt Smith Limited (March 6, 2018)",English,6 x 0.5 x 9 inches,13.9 ounces,5
"The Perfect Stranger: A Novel Paperback – January 2, 2018",9.28,Books > Literature & Fiction > Genre Fiction,Megan Miranda,150110800X,368,"Simon & Schuster; Reprint edition (January 2, 2018)",English,5.5 x 0.9 x 8.4 inches,10.4 ounces,4
"Who Was Leonardo da Vinci? Paperback – September 8, 2005",5.00,"Books > Children's Books > Arts, Music & Photography",Roberta Edwards True Kelley,448443015,112,"Penguin Workshop (September 8, 2005)",English,5.3 x 0.3 x 7.6 inches,5 ounces,4.7
"The Pearl Paperback – February 1, 1993",7.29,Books > Literature & Fiction > History & Criticism,John Steinbeck,014017737X,96,"Penguin Books; 1st edition (April 6, 2000)",English,4.2 x 0.3 x 7.5 inches,0.8 ounces,4.2
"The Sword of Shannara Trilogy Hardcover – Deckle Edge, August 27, 2002",25.19,Books > Literature & Fiction > Action & Adventure,Terry Brooks,345453751,1200,"Del Rey; 1st edition (August 27, 2002)",English,6.7 x 2.1 x 9.6 inches,3.6 pounds,4.4
"From Sand and Ash Paperback – December 1, 2016",4.99,Books > Literature & Fiction > Genre Fiction,Amy Harmon,1503939324,384,"Lake Union Publishing (December 1, 2016)",English,5.5 x 1 x 8.2 inches,12 ounces,4.7
"Cibola Burn (The Expanse) Paperback – May 5, 2015",13.43,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316334685,624,"Orbit; Reprint edition (May 5, 2015)",English,6 x 1.6 x 9.2 inches,1.4 pounds,4.4
"The Da Vinci Code Paperback – March 31, 2009",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dan Brown,307474275,597,"Anchor (March 31, 2009)",English,4.1 x 1.5 x 7.5 inches,10.4 ounces,4.5
"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga) Paperback – March 18, 2008",10.87,Books > Teen & Young Adult > Literature & Fiction,Andrew Peterson,1400073847,304,"WaterBrook; 1St Edition edition (March 18, 2008)",English,6 x 0.8 x 9 inches,10.4 ounces,4.7
"An Extra Mile: A Story of Embracing God's Call (Sensible Shoes) Paperback – February 6, 2018",14.87,Books > Christian Books & Bibles > Christian Living,Sharon Garlough Brown,830843329,373,"IVP Books (February 6, 2018)",English,5.4 x 1.1 x 8.2 inches,1 pounds,4.9
"Half Broke Horses: A True-Life Novel Paperback – September 7, 2010",9.59,Books > Literature & Fiction > Genre Fiction,Jeannette Walls,1416586296,272,"Scribner; Reprint edition (September 7, 2010)",English,5.2 x 1.3 x 8 inches,8.8 ounces,4.6
"Runny Babbit: A Billy Sook Hardcover – January 6, 2015",12.80,Books > Children's Books > Literature & Fiction,Shel Silverstein,60256532,96,"HarperCollins; First Edition edition (January 6, 2015)",English,7.2 x 0.6 x 8.4 inches,1.1 pounds,4.6
"Dead Until Dark (Sookie Stackhouse/True Blood, Book 1) Mass Market Paperback – May 1, 2001",5.99,Books > Literature & Fiction > Genre Fiction,Charlaine Harris,441008534,292,"Ace Books (May 1, 2001)",English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4.4
"Godsgrave: Book Two of the Nevernight Chronicle Hardcover – September 5, 2017",18.35,Books > Literature & Fiction > Action & Adventure,Jay Kristoff,1250073030,448,"St. Martin's Press; Signed edition (September 5, 2017)",English,6.3 x 1.5 x 9.4 inches,1.3 pounds,4.7
"Echoes of Honor Limited Leatherbound Edition (Honor Harrington) Leather Bound – May 1, 2018",36.00,Books > Science Fiction & Fantasy > Science Fiction,David Weber,1481483242,,"Baen; Limited edition (May 1, 2018)",English,6.1 x 9.2 inches,1.7 pounds,4.5
